string_id,block_id,index,lang_id,len_chars,text
10574,661,14,0,68,A luxurious apartment filled with the subtleties of any modern home.
10575,661,15,0,0,
11504,720,0,0,0,
11505,720,1,0,0,
11506,720,2,0,0,
11507,720,3,0,0,
11508,720,4,0,0,
11509,720,5,0,0,
11510,720,6,0,21,Migrating servers ...
11511,720,7,0,16,Loading world...
11512,720,8,0,35,Register client on world server ...
11513,720,9,0,18,Load inventory ...
11514,720,10,0,21,Caching resources ...
11515,720,11,0,18,Entering world ...
11516,720,12,0,0,
11517,720,13,0,0,
11518,720,14,0,0,
11519,720,15,0,0,
12992,813,0,0,0,
12993,813,1,0,0,
12994,813,2,0,0,
12995,813,3,0,0,
12996,813,4,0,0,
12997,813,5,0,0,
12998,813,6,0,0,
12999,813,7,0,0,
13000,813,8,0,12,World Market
13001,813,9,0,12,Security Pad
13002,813,10,0,6,Mining
13003,813,11,0,10,Production
13004,813,12,0,15,Medical Service
13005,813,13,0,7,Storage
13006,813,14,0,30,Control Station (Low Security)
13007,813,15,0,19,Barrier (Unsecured)
13008,814,0,0,21,Barrier (Class %1!s!)
13009,814,1,0,26,Energy Node (Low Security)
13010,814,2,0,29,Power Plant (Medium Security)
13011,814,3,0,17,Mineral Collector
13012,814,4,0,10,[DISABLED]
13013,814,5,0,11,New Citizen
13014,814,6,0,33,Faction Barrier (Medium Security)
13015,814,7,0,31,Faction Barrier (High Security)
13016,814,8,0,14,Prison Manager
13017,814,9,0,17,Chemical Refinery
13018,814,10,0,16,Schematic Market
13019,814,11,0,14,Repair Station
13020,814,12,0,13,Item Recycler
13021,814,13,0,15,Apartment Entry
13022,814,14,0,14,Vortex Network
13023,814,15,0,12,Bail Manager
13024,815,0,0,17,Transport Storage
13025,815,1,0,15,Standard Market
13026,815,2,0,12,Slot Machine
13027,815,3,0,14,Casino Manager
13028,815,4,0,15,Clothing Market
13029,815,5,0,0,
13030,815,6,0,0,
13031,815,7,0,0,
13032,815,8,0,0,
13033,815,9,0,0,
13034,815,10,0,0,
13035,815,11,0,0,
13036,815,12,0,0,
13037,815,13,0,0,
13038,815,14,0,0,
13039,815,15,0,0,
13088,819,0,0,0,
13089,819,1,0,0,
13090,819,2,0,0,
13091,819,3,0,0,
13092,819,4,0,0,
13093,819,5,0,0,
13094,819,6,0,0,
13095,819,7,0,0,
13096,819,8,0,0,
13097,819,9,0,0,
13098,819,10,0,0,
13099,819,11,0,0,
13100,819,12,0,6,System
13101,819,13,0,6,System
13102,819,14,0,6,System
13103,819,15,0,6,System
13104,820,0,0,6,System
13105,820,1,0,6,System
13106,820,2,0,6,System
13107,820,3,0,6,System
13108,820,4,0,6,System
13109,820,5,0,6,System
13110,820,6,0,6,System
13111,820,7,0,6,System
13112,820,8,0,6,System
13113,820,9,0,6,System
13114,820,10,0,6,System
13115,820,11,0,7,Faction
13116,820,12,0,7,Faction
13117,820,13,0,6,Market
13118,820,14,0,6,Bounty
13119,820,15,0,6,Bounty
13120,821,0,0,6,Bounty
13121,821,1,0,6,Bounty
13122,821,2,0,6,Bounty
13123,821,3,0,6,Bounty
13124,821,4,0,7,Faction
13125,821,5,0,6,Prison
13126,821,6,0,6,Prison
13127,821,7,0,6,System
13128,821,8,0,0,
13129,821,9,0,14,Administration
13130,821,10,0,6,Bounty
13131,821,11,0,0,
13132,821,12,0,0,
13133,821,13,0,0,
13134,821,14,0,0,
13135,821,15,0,0,
13200,826,0,0,7,Subject
13201,826,1,0,23,Universal Credit Reward
13202,826,2,0,21,Faction Rank Changed!
13203,826,3,0,16,Faction removal!
13204,826,4,0,17,Added to faction!
13205,826,5,0,20,Faction Blacklisted!
13206,826,6,0,21,Faction Fund Transfer
13207,826,7,0,23,Storage Renewal Success
13208,826,8,0,22,Storage Renewal Failed
13209,826,9,0,19,Storage Items Moved
13210,826,10,0,11,Market Sale
13211,826,11,0,14,Mission Reward
13212,826,12,0,17,Faction Disbanded
13213,826,13,0,17,Faction Disbanded
13214,826,14,0,17,Faction Disbanded
13215,826,15,0,13,Payout Report
13216,827,0,0,18,Rank Payout Report
13217,827,1,0,22,Your offer has expired
13218,827,2,0,16,Bounty Placement
13219,827,3,0,14,Bounty Removal
13220,827,4,0,16,Bounty Collected
13221,827,5,0,15,Bounty Defended
13222,827,6,0,16,Bounty Completed
13223,827,7,0,16,Killed By Hunter
13224,827,8,0,18,Faction Invitation
13225,827,9,0,12,Bail Payment
13226,827,10,0,14,Prisoner Freed
13227,827,11,0,20,Marketplace Purchase
13228,827,12,0,0,
13229,827,13,0,19,Account Type Change
13230,827,14,0,18,Bounty Application
13231,827,15,0,0,
13296,832,0,0,0,
13297,832,1,0,0,
13298,832,2,0,0,
13299,832,3,0,0,
13300,832,4,0,4,Text
13301,832,5,0,166,"<font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has awarded you <font color='FFFFFF00'>%2!u! UC</font>!

Reason:
 <font color='BFC7FF00'>%3!s!</font>"
13302,832,6,0,133,Your rank has been changed to <font color='FFFFFF00'>%1!s!</font> by <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>
13303,832,7,0,108,You have been removed from your faction by <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>!
13304,832,8,0,106,You have been been added to the faction: <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>!
13305,832,9,0,164,You have been blacklisted from <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> by <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>!
13306,832,10,0,203,<font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has transfered you <font color='FFFFFF00'>%2!u! UC</font> from <font type='2' size='11' space='1' color='BFC7FF00'>%3!s!</font>'s capital!
13307,832,11,0,302,"Your storage rental on <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has been renewed. <font color='FFFFFF00'>%2!u! UC</font> has automatically been deducted from your account. If you would like to prevent this from happening in the future, reduce the rental slots on the world to 0."
13308,832,12,0,329,"Your storage rental on <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has failed to renew. <font color='FFFFFF00'>%2!u! UC</font> is needed to maintain your current storage value. Your storage value on the world has been set to 0, and your items will be moved to transport storage if the value is not increased."
13309,832,13,0,282,"Your storage items on <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> have been moved to transport storage. <font color='FFFFFF00'>%2!u! items</font> are now flagged for deletion, and must be moved off the world, placed into rented storage, or removed to inventory."
13310,832,14,0,413,"You have made a sale at <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>.
<font color='FFFFFF00'>%2!s!</font> has bought the following items from you:

Item: %3!s!
Number of Items: <font color='FFFFFF00'>%4!u!</font>
Item Price: <font color='FFFFFF00'>%5!u!</font>
Taxes : <font color='FFFFFF00'>%6!d!</font>
_____________________________________ 
Your Income: <font color='FFFFFF00'>%7!u!</font>
"
13311,832,15,0,193,You have received <font type='2' size='11' space='1' color='BFC7FF00'>%1!u! %2!s!</font> for your participation in the mission <font type='2' size='11' space='1' color='BFC7FF00'>'%3!s!'</font>
13312,833,0,0,186,"Your faction has been disbanded! All headquarters, settings, and world services have been erased! Items within the faction storage however have been put into the leader's apartment safe."
13313,833,1,0,269,"You have received <font type='2' size='11' space='1' color='BFC7FF00'>%1!u! UC</font> from your faction disbanding! All headquarters, settings, and world services have been erased! Items within the faction storage however have been put into the leader's apartment safe."
13314,833,2,0,390,"Yor faction has been automatically disbanded by the system due to insufficient funds! Factions are given one chance to recover from a missed upkeep payment. If they miss their upkeep payment a second time, the faction will be disbanded. All headquarters, settings, and world services have been erased! Items within the faction storage however have been put into the leader's apartment safe."
13315,833,3,0,544,"<font type='1' size='16'><ul>DAILY PAYOUT REPORT - %1!s!</ul></font>

Earned by Faction  -  <font color='FFFFFF00'>%2!u! UC</font>
Dividend @ %3!u! %%  -   <font color='FFFFFF00'>%4!u! UC</font>

Today's Faction Credits earned by %5!s!  -  <font color='FFFFFF00'>%6!u! FC</font>
Today's Total Faction Credits earned in Faction  -  <font color='FFFFFF00'>%7!u! FC</font>
Percentage of dividend taken by %5!s!  -  <font color='FFFFFF00'>%8!s! %%</font>

<font type='1' size='16'>Dividend taken by %5!s!  -  <font color='FFFFFF00'>%9!u! UC</font>
"
13316,833,4,0,186,<font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has initiated a rank payment which includes yours. <font color='FFFFFF00'>%2!u! UC</font> has been added to your account!
13317,833,5,0,273,"The following offer has expired in <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>:

Item: %2!s!
Number of Items: <font color='FFFFFF00'>%3!u!</font>
Item Price: <font color='FFFFFF00'>%4!u! UC</font>

Your items have been transferred back to your storage."
13318,833,6,0,142,A bounty of <font color='FFFFFF00'>%1!u! UC</font> has been placed on you by <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>!
13319,833,7,0,156,The bounty of <font color='FFFFFF00'>%1!u! UC</font> which was created by <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font> has been removed!
13320,833,8,0,159,A bounty of <font color='FFFFFF00'>%1!u! UC</font> has been added to your account for killing <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>!
13321,833,9,0,254,<font color='FFFFFF00'>%1!u! UC</font> has been added to your account for killing <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>! Defending yourself against a bounty hunter with your bounty will reward you with a portion of the credits.
13322,833,10,0,192,The bounty you created for <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has been successfully completed by <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>!
13323,833,11,0,247,<font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> has collected the bounty from <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font> for killing you. <font color='FFFFFF00'>%3!u! PP</font> has been added because of this.
13324,833,12,0,108,You have been been invited to the faction: <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>!
13325,833,13,0,122,Your prison bail has been paid by <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>! You are free to leave!
13326,833,14,0,123,You have been freed from prison by <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>! You are free to leave!
13327,833,15,0,135,"You have received the following items from your marketplace purchase:

<font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font>"
13328,834,0,0,0,
13329,834,1,0,457,"Your account level has been changed from <font type='2' size='11' space='1' color='BFC7FF00'>%1!s!</font> to <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font>

Please note that a downgrade of your account may result in feature restrictions and/or items being removed, effective immediately. Note: if you become a premium subscriber again before thirty days have passed, all of the items that have been removed by this action will be returned."
13330,834,2,0,156,The <font color='FFFFFF00'>%1!u! UC</font> bounty you have placed on <font type='2' size='11' space='1' color='BFC7FF00'>%2!s!</font> has a new application!
13331,834,3,0,0,
13332,834,4,0,0,
13333,834,5,0,0,
13334,834,6,0,0,
13335,834,7,0,0,
13336,834,8,0,0,
13337,834,9,0,0,
13338,834,10,0,0,
13339,834,11,0,0,
13340,834,12,0,0,
13341,834,13,0,0,
13342,834,14,0,0,
13343,834,15,0,0,
14000,876,0,0,7,INVALID
14001,876,1,0,12,Space Harbor
14002,876,2,0,15,Western Outlook
14003,876,3,0,16,Drilling Station
14004,876,4,0,11,Plasma Core
14005,876,5,0,12,Storage Hall
14006,876,6,0,11,Marketplace
14007,876,7,0,16,Satellite Access
14008,876,8,0,10,Recreation
14009,876,9,0,3,Bar
14010,876,10,0,17,Chemical Refinery
14011,876,11,0,17,Medical Treatment
14012,876,12,0,15,Eastern Outlook
14013,876,13,0,10,South Wing
14014,876,14,0,19,Colony Surveillance
14015,876,15,0,17,Vortex Net Access
14016,877,0,0,9,Inner ICC
14017,877,1,0,11,Trade Floor
14018,877,2,0,7,Storage
14019,877,3,0,16,Miners' Quarters
14020,877,4,0,14,Leisure Ground
14021,877,5,0,20,Dolly Inc. Medcenter
14022,877,6,0,10,Black Cave
14023,877,7,0,16,Android's Canyon
14024,877,8,0,15,Water Treatment
14025,877,9,0,8,Smelting
14026,877,10,0,7,Biomill
14027,877,11,0,14,Arthur's Fjord
14028,877,12,0,10,Sea Harbor
14029,877,13,0,12,Command Room
14030,877,14,0,19,Ceres Delta Control
14031,877,15,0,14,Police Station
14032,878,0,0,19,Pressure Regulation
14033,878,1,0,11,Underground
14034,878,2,0,11,Shiver Hall
14035,878,3,0,10,Titan Core
14036,878,4,0,12,Delta Sector
14037,878,5,0,14,Storage Access
14038,878,6,0,11,Vortex Node
14039,878,7,0,21,Burning Sunset Valley
14040,878,8,0,9,Horseshoe
14041,878,9,0,16,Western Platform
14042,878,10,0,14,C.M.G. Outpost
14043,878,11,0,11,Titans' Pit
14044,878,12,0,24,Water Purification Plant
14045,878,13,0,4,Dome
14046,878,14,0,15,Medical Service
14047,878,15,0,17,Smelting Facility
14048,879,0,0,19,Dome Central Market
14049,879,1,0,14,Storage Access
14050,879,2,0,14,Chemical Plant
14051,879,3,0,10,Lewi's Bar
14052,879,4,0,16,Abandoned Sewers
14053,879,5,0,13,Inner Storage
14054,879,6,0,13,Mohave's Cave
14055,879,7,0,10,Carbon Pit
14056,879,8,0,13,Mohave's Hall
14057,879,9,0,16,Landing Platform
14058,879,10,0,12,Green Glance
14059,879,11,0,10,Crossroads
14060,879,12,0,14,C.M.G Quarters
14061,879,13,0,6,Living
14062,879,14,0,21,Dr. Kurosawa Hospital
14063,879,15,0,17,Keikyu Connection
14064,880,0,0,17,Keikyu Vortex Hub
14065,880,1,0,12,Hikawa Plaza
14066,880,2,0,23,Kenzo Square Production
14067,880,3,0,12,Fujoshi Park
14068,880,4,0,14,Imperial Hotel
14069,880,5,0,7,Club 69
14070,880,6,0,22,Cozy Corner Apartments
14071,880,7,0,15,West Vortex Hub
14072,880,8,0,11,Kamata Lane
14073,880,9,0,14,Shimouma Plaza
14074,880,10,0,17,Omorimachi Garden
14075,880,11,0,18,Omorimachi Storage
14076,880,12,0,18,Myioshi Apartments
14077,880,13,0,10,Old Market
14078,880,14,0,19,F.D.C. Headquarters
14079,880,15,0,17,Vortex Connection
14080,881,0,0,12,Emperor Lane
14081,881,1,0,14,Tsukiji Garden
14082,881,2,0,23,Hotel Chuoku Restaurant
14083,881,3,0,15,Public Hospital
14084,881,4,0,13,Akatsuki Lane
14085,881,5,0,13,Akatsuki Park
14086,881,6,0,13,Jumper's Pond
14087,881,7,0,14,Stock Exchange
14088,881,8,0,11,Tokiwa Road
14089,881,9,0,14,Namiyoke Plaza
14090,881,10,0,18,Hotel Chuoku Lobby
14091,881,11,0,23,Namiyoke Vortex Station
14092,881,12,0,14,Vortex Inc. HQ
14093,881,13,0,15,Airspace Harbor
14094,881,14,0,19,Industrial District
14095,881,15,0,15,Ions Industries
14096,882,0,0,16,Plasma Reservoir
14097,882,1,0,11,Oshashi Bar
14098,882,2,0,9,Access 75
14099,882,3,0,14,Seaview Market
14100,882,4,0,16,Old Harbor Front
14101,882,5,0,14,Harbor Storage
14102,882,6,0,12,Power Supply
14103,882,7,0,17,Myo Vortex Access
14104,882,8,0,10,Oedo Plaza
14105,882,9,0,9,Oedo Pass
14106,882,10,0,17,Resurrection Hall
14107,882,11,0,14,Cloudy Heights
14108,882,12,0,9,Moe's Pub
14109,882,13,0,8,Downtown
14110,882,14,0,15,Central Storage
14111,882,15,0,14,Senator's Cafe
14112,883,0,0,15,Public Entrance
14113,883,1,0,11,Senate Hall
14114,883,2,0,17,Ambassador Suites
14115,883,3,0,10,Checkpoint
14116,883,4,0,21,Senatorial Break Room
14117,883,5,0,13,Ranger's View
14118,883,6,0,15,Dominion Access
14119,883,7,0,21,Dominion Registration
14120,883,8,0,23,Dominion Health Service
14121,883,9,0,16,Dominion Storage
14122,883,10,0,12,Eastern Pass
14123,883,11,0,13,Maputo's Hall
14124,883,12,0,10,Silly Walk
14125,883,13,0,16,Sky Trade Center
14126,883,14,0,12,Sky Corridor
14127,883,15,0,16,Jordan's Passage
14128,884,0,0,16,General Hospital
14129,884,1,0,18,Main Vortex Access
14130,884,2,0,16,Central Shopping
14131,884,3,0,10,Apartments
14132,884,4,0,15,Public Entrance
14133,884,5,0,12,Miner's Rest
14134,884,6,0,11,Sealed Gate
14135,884,7,0,10,Yard Watch
14136,884,8,0,15,Industrial Area
14137,884,9,0,11,Prison Yard
14138,884,10,0,11,East Access
14139,884,11,0,15,L.E.D. Security
14140,884,12,0,15,Prison Entrance
14141,884,13,0,11,Prison Exit
14142,884,14,0,23,Abandoned Mine Entrance
14143,884,15,0,11,Upper Caves
14144,885,0,0,10,Deep Mines
14145,885,1,0,13,Western Mines
14146,885,2,0,10,Great Hall
14147,885,3,0,9,Treatmill
14148,885,4,0,15,Bishop's Chapel
14149,885,5,0,10,Rat's Nest
14150,885,6,0,18,Glimpse of Freedom
14151,885,7,0,13,Ripley's Pass
14152,885,8,0,15,Prisoner's Rest
14153,885,9,0,12,Medical Care
14154,885,10,0,12,Waste System
14155,885,11,0,10,Willertons
14156,885,12,0,9,Oak Plaza
14157,885,13,0,8,Refinery
14158,885,14,0,9,Oak House
14159,885,15,0,13,Central Point
14160,886,0,0,11,Hotel Lobby
14161,886,1,0,12,Hotel Lounge
14162,886,2,0,15,House of Prayer
14163,886,3,0,20,Carbonizer Reception
14164,886,4,0,21,Carbonizer Production
14165,886,5,0,12,Freight Line
14166,886,6,0,10,Space Port
14167,886,7,0,23,Aurelia Security Center
14168,886,8,0,20,Space Port Warehouse
14169,886,9,0,10,Spiral Bar
14170,886,10,0,12,Vortex Gates
14171,886,11,0,14,Medical Centre
14172,886,12,0,10,Carr Ridge
14173,886,13,0,10,Hemble Way
14174,886,14,0,10,Under Pass
14175,886,15,0,11,Spiral Walk
14176,887,0,0,8,Oak Walk
14177,887,1,0,9,Shipwreck
14178,887,2,0,14,Danoryn Forest
14179,887,3,0,16,Breeding Station
14180,887,4,0,15,Field of Dreams
14181,887,5,0,13,Necar Plateau
14182,887,6,0,16,Tyless Mountains
14183,887,7,0,10,Ion Canyon
14184,887,8,0,12,Seatis Ridge
14185,887,9,0,12,Ciage Cliffs
14186,887,10,0,13,Nasther Hills
14187,887,11,0,13,Zyolm Outpost
14188,887,12,0,16,Enoqua Mountains
14189,887,13,0,10,Shyla Pass
14190,887,14,0,8,Dropzone
14191,887,15,0,14,Rhunn Maenh'ir
14192,888,0,0,11,Tour Eiffel
14193,888,1,0,18,Boulevard Voltaire
14194,888,2,0,21,Hospital Saint-Martin
14195,888,3,0,14,Ile de la Cite
14196,888,4,0,17,Zone Industrielle
14197,888,5,0,20,Autorite de la Ville
14198,888,6,0,15,Avenue du Rowan
14199,888,7,0,16,Rive de la Seine
14200,888,8,0,15,Arc de Triomphe
14201,888,9,0,18,Site de Production
14202,888,10,0,11,Eurocore HQ
14203,888,11,0,6,Marche
14204,888,12,0,24,Hospital Sainte Michelle
14205,888,13,0,22,Station de Circulation
14206,888,14,0,23,Centre de Communication
14207,888,15,0,16,Hotel Chez l'Arc
14208,889,0,0,9,Le Duplex
14209,889,1,0,14,Rue La Fayette
14210,889,2,0,14,Tunnel d'Anjou
14211,889,3,0,13,Exercise Hall
14212,889,4,0,6,Deck 4
14213,889,5,0,11,Vortex Link
14214,889,6,0,13,Weapons Range
14215,889,7,0,7,Canteen
14216,889,8,0,8,Security
14217,889,9,0,5,Brigg
14218,889,10,0,14,Briefing Rooms
14219,889,11,0,15,Data Processing
14220,889,12,0,6,Bridge
14221,889,13,0,14,Command Center
14222,889,14,0,11,Plasma Coil
14223,889,15,0,11,Engineering
14224,890,0,0,6,Deck 3
14225,890,1,0,19,Security Checkpoint
14226,890,2,0,8,Hangar 2
14227,890,3,0,9,Cargo Bay
14228,890,4,0,9,Infirmary
14229,890,5,0,15,Ship Propulsion
14230,890,6,0,6,Deck 2
14231,890,7,0,13,Cargo Transit
14232,890,8,0,6,Deck 1
14233,890,9,0,12,Sky Plateaus
14234,890,10,0,24,Andromeda Space Terminal
14235,890,11,0,13,Yutani Market
14236,890,12,0,19,Starlight Cafeteria
14237,890,13,0,16,Security Counter
14238,890,14,0,16,Hillview Terrace
14239,890,15,0,22,Roberts Medical Centre
14240,891,0,0,19,Andromeda Warehouse
14241,891,1,0,18,Messier Residences
14242,891,2,0,21,Hershel Triage Centre
14243,891,3,0,17,Yutani Industries
14244,891,4,0,11,Power Tubes
14245,891,5,0,17,Gravitron Passway
14246,891,6,0,13,Overhead Line
14247,891,7,0,15,Deuterium Depot
14248,891,8,0,12,Plasma Forge
14249,891,9,0,19,Laboratory Supplies
14250,891,10,0,11,Laslow Hall
14251,891,11,0,12,Thoroughfare
14252,891,12,0,18,The Offliner Hotel
14253,891,13,0,11,Blue Canyon
14254,891,14,0,21,Antimatter Compressor
14255,891,15,0,9,Aqua Cave
14256,892,0,0,16,Planetary Market
14257,892,1,0,9,The Annex
14258,892,2,0,10,Cafe Reezs
14259,892,3,0,9,Cathedral
14260,892,4,0,21,Sickbay St. Katharina
14261,892,5,0,20,Military Surveilance
14262,892,6,0,21,Pax Industrial Access
14263,892,7,0,10,Earth Line
14264,892,8,0,13,Vantage Point
14265,892,9,0,20,Pax Central Security
14266,892,10,0,21,Dominion Laboratories
14267,892,11,0,23,Biological Laboratories
14268,892,12,0,20,Particle Accelerator
14269,892,13,0,15,Colony Backbone
14270,892,14,0,10,Tiergarten
14271,892,15,0,8,Aquarium
14272,893,0,0,6,eMarkt
14273,893,1,0,11,Vortex Tier
14274,893,2,0,21,Spreeblick Apartments
14275,893,3,0,18,Budapester Strasse
14276,893,4,0,12,Keithstrasse
14277,893,5,0,27,Abandoned Commercial Center
14278,893,6,0,20,North Aquarium Entry
14279,893,7,0,6,U-Bahn
14280,893,8,0,12,Kanalisation
14281,893,9,0,14,Alexanderplatz
14282,893,10,0,18,Altes Reisezentrum
14283,893,11,0,20,The Brandenburg Gate
14284,893,12,0,13,Pariser Platz
14285,893,13,0,14,Kurfürstendamm
14286,893,14,0,23,Apotheke Kurfürstendamm
14287,893,15,0,18,LUX Kurfürstendamm
14288,894,0,0,24,Brandenburgische Strasse
14289,894,1,0,8,Oberlauf
14290,894,2,0,19,Zentrales Lagerhaus
14291,894,3,0,14,Bar Alexandria
14292,894,4,0,18,Berlin Underground
14293,894,5,0,8,The Mall
14294,894,6,0,16,CMG Headquarters
14295,894,7,0,16,Harbor Warehouse
14296,894,8,0,6,Harbor
14297,894,9,0,13,Harbor Vortex
14298,894,10,0,8,Hospital
14299,894,11,0,16,Perspective Wall
14300,894,12,0,21,No Morning Night Club
14301,894,13,0,7,Streets
14302,894,14,0,12,Back Streets
14303,894,15,0,16,Botanical Garden
14304,895,0,0,11,Underground
14305,895,1,0,17,Statue of Liberty
14306,895,2,0,11,Liberty Way
14307,895,3,0,12,Central Park
14308,895,4,0,27,World Trade Center Memorial
14309,895,5,0,26,L.E.D. Training Facilities
14310,895,6,0,21,L.E.D. Ground Zero HQ
14311,895,7,0,9,Chinatown
14312,895,8,0,19,Central Park Subway
14313,895,9,0,16,Chinatown Subway
14314,895,10,0,15,The Underground
14315,895,11,0,19,Central Park Vortex
14316,895,12,0,25,Dolly Inc Training Center
14317,895,13,0,15,Training Center
14318,895,14,0,9,Access 77
14319,895,15,0,19,Red Lights District
14320,896,0,0,19,Production Facility
14321,896,1,0,11,Kyotaro Bar
14322,896,2,0,13,Market Access
14323,896,3,0,9,Access 76
14324,896,4,0,14,Access Outlook
14325,896,5,0,18,Warehouse District
14326,896,6,0,16,Medcenter Access
14327,896,7,0,20,Kamitakada Medcenter
14328,896,8,0,14,Electron Alley
14329,896,9,0,16,Hotel Kamitakada
14330,896,10,0,17,Kamitakada Market
14331,896,11,0,22,Medical Supply Station
14332,896,12,0,15,EuroCore Office
14333,896,13,0,26,Vortex Incorporated Office
14334,896,14,0,13,The Moonshine
14335,896,15,0,16,Lunar View Hotel
14336,897,0,0,17,Residential Block
14337,897,1,0,16,Industrial Block
14338,897,2,0,22,Freight Transit System
14339,897,3,0,18,First Port of Call
14340,897,4,0,13,Control Tower
14341,897,5,0,7,Depot 1
14342,897,6,0,18,Air Recycling Unit
14343,897,7,0,13,Central Block
14344,897,8,0,16,Security Outlook
14345,897,9,0,17,Corporate Offices
14346,897,10,0,17,Corporate Offices
14347,897,11,0,26,Abandoned Military Offices
14348,897,12,0,18,Residential Module
14349,897,13,0,10,Bar Module
14350,897,14,0,20,Communication Module
14351,897,15,0,10,Lower Deck
14352,898,0,0,8,Mid Deck
14353,898,1,0,10,Upper Deck
14354,898,2,0,11,Harbor Cafe
14355,898,3,0,16,Central Junction
14356,898,4,0,9,Spaceport
14357,898,5,0,13,Colonial Core
14358,898,6,0,13,Shipment Core
14359,898,7,0,8,Panorama
14360,898,8,0,13,Entrance Hall
14361,898,9,0,11,Aqua Square
14362,898,10,0,22,Square of The Big Wall
14363,898,11,0,10,Lower Hall
14364,898,12,0,12,Storage Hall
14365,898,13,0,17,Smelting Facility
14366,898,14,0,16,Biotech Facility
14367,898,15,0,15,Industrial Area
14368,899,0,0,15,Plasma Facility
14369,899,1,0,16,On the Rocks Bar
14370,899,2,0,17,Central Staircase
14371,899,3,0,11,Reload Cafe
14372,899,4,0,16,Landing Port Two
14373,899,5,0,16,Landing Port One
14374,899,6,0,11,Storage Bay
14375,899,7,0,19,Administration Hall
14376,899,8,0,14,Housing Module
14377,899,9,0,14,Housing Access
14378,899,10,0,17,Industrial Access
14379,899,11,0,16,Abandoned Office
14380,899,12,0,15,Medical Station
14381,899,13,0,15,Bypass Junction
14382,899,14,0,15,Exterior Access
14383,899,15,0,15,Transit Control
14384,900,0,0,15,Living Quarters
14385,900,1,0,15,Martian Surface
14386,900,2,0,15,Research Office
14387,900,3,0,21,Facility Two Entrance
14388,900,4,0,21,Facility One Entrance
14389,900,5,0,9,Cafeteria
14390,900,6,0,15,Military Office
14391,900,7,0,13,Vortex Access
14392,900,8,0,12,Medical Area
14393,900,9,0,15,Pumping Station
14394,900,10,0,14,Storage Center
14395,900,11,0,16,Station Junction
14396,900,12,0,12,Station Core
14397,900,13,0,14,Owen's Passage
14398,900,14,0,13,Factory Floor
14399,900,15,0,11,Rivers Walk
14400,901,0,0,16,Landing Platform
14401,901,1,0,15,Housing Complex
14402,901,2,0,12,Heskamp Hall
14403,901,3,0,13,The Courtyard
14404,901,4,0,14,Medical Center
14405,901,5,0,14,Welcome Center
14406,901,6,0,12,Outdoor Cafe
14407,901,7,0,11,Server Room
14408,901,8,0,17,Consignment Depot
14409,901,9,0,20,Hallway Ramp Segment
14410,901,10,0,18,Secondary Entrance
14411,901,11,0,21,Administrative Office
14412,901,12,0,14,Storage Center
14413,901,13,0,22,Communication Platform
14414,901,14,0,15,Vortex Junction
14415,901,15,0,25,Secondary Vortex Junction
15312,958,0,0,0,
15313,958,1,0,0,
15314,958,2,0,0,
15315,958,3,0,0,
15316,958,4,0,0,
15317,958,5,0,0,
15318,958,6,0,0,
15319,958,7,0,0,
15320,958,8,0,0,
15321,958,9,0,9,Unsecured
15322,958,10,0,12,Low Security
15323,958,11,0,15,Medium Security
15324,958,12,0,13,High Security
15325,958,13,0,0,
15326,958,14,0,8,Military
15327,958,15,0,8,Economic
15328,959,0,0,12,Infiltration
15329,959,1,0,7,Utility
15330,959,2,0,0,
15331,959,3,0,0,
15332,959,4,0,0,
15333,959,5,0,0,
15334,959,6,0,0,
15335,959,7,0,0,
15336,959,8,0,0,
15337,959,9,0,0,
15338,959,10,0,0,
15339,959,11,0,0,
15340,959,12,0,0,
15341,959,13,0,0,
15342,959,14,0,0,
15343,959,15,0,0,
15344,960,0,0,0,
15345,960,1,0,0,
15346,960,2,0,0,
15347,960,3,0,0,
15348,960,4,0,0,
