index,item_id,u16_00,u16_02,u16_06,u8_08,u8_09,u8_0A,u8_0B,u32_0C,u32_10,u32_14,u8_18,u8_19,u8_1A,u8_1B,u8_1C,u8_1D,u8_1E,u8_1F
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1779949384,1779948160,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,23,106,1779949228,1779947992,1779600280,152,139,18,106,96,164,18,106
22,3861,3600,0,0,156,217,23,106,1779600280,1779600280,1779600280,152,139,18,106,152,139,18,106
262167,5123,3400,0,1,100,217,23,106,1779947852,1779947808,1779600280,152,139,18,106,8,217,23,106
65560,5635,3400,0,1,208,216,23,106,1779602216,1779602244,1779600280,152,139,18,106,96,164,18,106
262170,4,350,0,1,112,216,23,106,1779948952,1779947608,1779600280,152,139,18,106,96,164,18,106
65537,2307,1450,0,1,228,223,23,106,1779949516,1779949492,1779600280,152,139,18,106,96,164,18,106
16843009,4000,257,257,0,194,1,0,1,0,1779949480,1779949468,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,23,106,1779949420,1779949396,1779600280,152,139,18,106,96,164,18,106
16843009,2500,257,257,0,150,0,8,2,0,1779949384,1779949372,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,23,106,1779949324,1779949300,1779600280,152,139,18,106,96,164,18,106
16843009,5000,257,257,0,200,0,0,1,0,1779949288,1779949276,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,23,106,1779949228,1779949204,1779600280,152,139,18,106,96,164,18,106
0,4500,0,256,0,188,2,9,4,0,1779949192,1779949180,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,23,106,1779949132,1779949108,1779600280,152,139,18,106,96,164,18,106
16843009,3000,257,257,0,208,7,0,0,1,1779949096,1779949084,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,23,106,1779949036,1779949012,1779600280,152,139,18,106,96,164,18,106
131079,3588,350,0,1,176,221,23,106,1779948952,1779948928,1779600280,152,139,18,106,96,164,18,106
65545,3075,2800,0,1,8,221,23,106,1779948784,1779948760,1779600280,152,139,18,106,96,164,18,106
16843009,5500,257,257,0,88,2,0,1,0,1779949288,1779948604,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1779948544,1779948532,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1779948472,1779600280,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,23,106,1779948316,1779948292,1779600280,152,139,18,106,96,164,18,106
16843009,8000,257,257,0,220,5,0,1,0,1779949288,1779948280,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1779949480,1779948220,57,0,0,0,0,0,0,0
